2020028,"00:00:00.1","00:00:02.5","1","ぼくーのちょっと面白い話なんですけどぉ"
2020028,"00:00:03.0","00:00:05.0","1","えーっとこれ　結構最近の話でぇ"
2020028,"00:00:05.7","00:00:08.8","1","えっとー　最近課題に追われていましてぇ"
2020028,"00:00:09.4","00:00:10.1","1","えっとー"
2020028,"00:00:11.1","00:00:12.3","1","夜ぐらいからぁ"
2020028,"00:00:13.3","00:00:14.9","1","えっとー朝方まで"
2020028,"00:00:15.2","00:00:16.3","1","課題をやってたんですね"
2020028,"00:00:17.0","00:00:18.3","1","でぇ　そのあとぉ"
2020028,"00:00:19.3","00:00:22.1","1","昼―　昼前から　バイトだったんでぇ"
2020028,"00:00:22.1","00:00:23.4","1","ちょっとだけ寝たんですね"
2020028,"00:00:24.0","00:00:26.4","1","でもう　そのバイトーが12時ぐらいまで"
2020028,"00:00:26.5","00:00:28.9","1","長い　結構　長い　シフトだったんでぇ"
2020028,"00:00:29.8","00:00:32.5","1","もう　帰ってきたら　そバイトから帰ってきたら"
2020028,"00:00:32.5","00:00:33.9","1","もう結構疲れちゃってぇ"
2020028,"00:00:34.6","00:00:37.8","1","えっとー寝ぼけー　結構寝ぼけてたんですね"
2020028,"00:00:38.8","00:00:40.1","1","でー　明日もー"
2020028,"00:00:40.1","00:00:41.9","1","その学校がー　９時からあったんでぇ"
2020028,"00:00:42.7","00:00:44.1","1","とりあえずお風呂だけ入ろうと思って"
2020028,"00:00:44.1","00:00:46.7","1","疲れてたけど　お風呂だけ入ろう　と思ってぇ"
2020028,"00:00:46.9","00:00:48.5","1","お風呂寝ぼけながら入ったんですね"
2020028,"00:00:49.3","00:00:52.4","1","でぇ　ま　そして　それでお風呂から出たらぁ"
2020028,"00:00:52.8","00:00:56.2","1","なん　髪の毛ー　あれ洗っ　オレ髪の毛洗ったっけー？と思って"
2020028,"00:00:56.9","00:00:57.9","1","思いまして　でー"
2020028,"00:00:58.3","00:00:59.3","1","髪の毛見たらぁ"
2020028,"00:00:59.5","00:01:01.2","1","すごい髪の毛がバサバサでぇ"
2020028,"00:01:02.2","00:01:03.9","1","あれーなんでだろう？と思ってぇ"
2020028,"00:01:03.9","00:01:05.4","1","バッてお風呂ん戻ったらぁ"
2020028,"00:01:06.1","00:01:07.7","1","っと　ボディソープで洗っていました"
2020028,"00:01:08.2","00:01:09.0","1","っていうお話です"
2020028,"00:01:10.0","00:01:10.5","1","失礼します"
