2010001,"00:00:01.00","00:00:06.30","1","俺ね前にも，これ俺，言ったかな？誰かに話したかな？"
2010001,"00:00:04.87","00:00:09.87","1","まあ，大学のときにね，まあ，面接，行くよね。"
2010001,"00:00:09.43","00:00:14.43","1","あの，企業に。ほんときに，"
2010001,"00:00:13.47","00:00:17.47","1","まあ，順番待ちでね。会議室に通されたんですよ，あるとき"
2010001,"00:00:17.70","00:00:22.70","1","で，だいたい，まあ，どんな会社行ってもね，待ってる間に，なんか出てくる，飲み物が。"
2010001,"00:00:22.40","00:00:28.40","1","で，ちょうど，夏ごろだったんだよね。"
2010001,"00:00:25.50","00:00:30.50","1","でね，でもまあ，ある会社行ったときに，受付で，"
2010001,"00:00:29.77","00:00:36.77","1","あの，まあ，ま，「※※と申します。今日，面接のアポイント取らしてもらってますんで，参りました。」ってゆうな話で，"
2010001,"00:00:36.53","00:00:41.53","1","「じゃ，こちらへどうぞ。」って，受付のおねえちゃんに通されてね。そんときに，"
2010001,"00:00:40.23","00:00:45.23","1","まあ，暑くて，喉渇いたし，ふって見たらね，"
2010001,"00:00:42.90","00:00:49.90","1","コーラの，ビンのコーラの，箱がね，２段積んであるんですよ。廊下の端っこの方にね。"
2010001,"00:00:49.50","00:00:55.50","1","あ，気が利いている。この会社はコーラが出るんだ。もう，コーラが出るんだ。"
2010001,"00:00:55.37","00:01:00.37","1","で，会議室でこちらでお待ちください。あとで，番号用意しますんで。"
2010001,"00:00:59.87","00:01:04.87","1","で，あ，みんなみんな飲んでるわけよ，まあ，待ってる学生ね。"
2010001,"00:01:03.23","00:01:08.23","1","で，まあ，コーラっぽい，ああ，コーラだ。"
2010001,"00:01:07.47","00:01:12.47","1","で，出てきたんですよ。お姉ちゃんがどうぞってゆって。"
2010001,"00:01:10.50","00:01:16.50","1","で，喉乾いてたんですよ。コーラと思ってるでしょ。で，チューって飲んだの。たらね，"
2010001,"00:01:16.30","00:01:21.30","1","炭酸がないの，まず。"
2010001,"00:01:18.57","00:01:23.57","1","気が抜けてるの。"
2010001,"00:01:19.57","00:01:20.70","2","コーラはコーラなの？"
2010001,"00:01:20.83","00:01:25.83","1","いや，炭酸が抜けてるの，完全にね。で，苦いの。"
2010001,"00:01:24.10","00:01:29.10","1","うえ！ってなって，甘いんだけど苦いの。苦甘いの。"
2010001,"00:01:27.97","00:01:32.97","1","なんじゃ，このコーラー！と思って，これ腐ってるぞ，絶対，このコーラー！って。"
2010001,"00:01:31.77","00:01:36.77","1","なんでこんなもの出すんだろって思って，みんな見たらね，全員飲んでるんですよ。"
2010001,"00:01:36.27","00:01:41.27","1","この腐ったコーラー飲んだらあかん。"
2010001,"00:01:38.87","00:01:43.87","1","もしかしたらこれ飲まないとまずいのかなと思って。"
2010001,"00:01:41.57","00:01:46.57","1","そりゃそうでしょ。みんな飲んでんのに，オレだけ飲まないってゆうのは，やっぱり。"
2010001,"00:01:43.97","00:01:48.97","1","試験か？とかいろいろ考えたから。"
2010001,"00:01:45.97","00:01:50.97","1","うわーって，これ，どうす，よく飲んだな，みんななーって思って。"
2010001,"00:01:50.40","00:01:55.40","1","こうなったら飲まなきゃだめだろうと思って。フシュー，"
2010001,"00:01:53.73","00:01:57.73","1","うわー，腐ってる，やっぱりーと思って。"
2010001,"00:01:56.43","00:02:01.43","1","うわー，どうしようと思って，んーて，後味見てたらね。"
2010001,"00:02:00.00","00:02:05.00","1","ん？違うかもしんない。"
2010001,"00:02:04.87","00:02:06.87","1","あ，アイスコーヒーじゃん（笑）。"
2010001,"00:02:08.40","00:02:14.40","1","いや，でもね。思い込んでると，ほんとそう思う。"
2010001,"00:02:11.50","00:02:13.20","2","それがー，あー"
2010001,"00:02:12.57","00:02:17.57","1","完全に思い込んでたよ，ぼくは。"
2010001,"00:02:14.07","00:02:20.07","1","コーラ，そのコーラ見ちゃったもんだから，コーラが出るんだって思い込んでて。で，色も，似てるじゃん。"
2010001,"00:02:20.03","00:02:26.83","1","で，チューって飲んだら腐ったコーラだよな。ほんとこのコーラ腐ってらと。こんなもん出すか，この会社みたいなね。"
2010002,"00:00:00.20","00:00:05.20","1",えー，今日はですねー，あのー，電車に乗ってー，あの，ここに来たんですけど。"
2010002,"00:00:04.67","00:00:09.67","1",あのー，その電車，えらく空いてましてー。"
2010002,"00:00:07.13","00:00:12.13","1",あのー，隣にー，あの，本読んでるこうゆう大学生がいるぐらいでー。"
2010002,"00:00:12.57","00:00:17.57","1",まあ，あとはすごく閑散としてたんですね。"
2010002,"00:00:15.43","00:00:20.43","1",で，それで，まあ，僕は特に何するでもなく，こうやって，ボーとしたんですけど。"
2010002,"00:00:19.30","00:00:24.53","1",そしたらなんかある駅で，あのー，"
2010002,"00:00:22.53","00:00:30.53","1",すごい背の高くて，色白の女性3人が，プワーとね。たぶん中国の方だと思うんすけどね。"
2010002,"00:00:29.37","00:00:34.37","1",アジアンビューティーみたいな感じで，プワーやってきたんですよ，"
2010002,"00:00:32.43","00:00:37.43","1",で，それで僕らの前にふわっと座ったわけです。"
2010002,"00:00:35.47","00:00:40.47","1",で，その3人，ちょっと声が大きくてですね。"
2010002,"00:00:38.33","00:00:43.33","1",その，か，か，会話の内容が結構聞こえてくるんですよね。"
2010002,"00:00:40.80","00:00:47.80","1",でー，あのー，そのー，一番まず左の人が"
2010002,"00:00:45.57","00:00:50.57","1",手にコーラを持って，えー，言うんですよ。"
2010002,"00:00:48.03","00:00:53.03","1",「あー，コーラおいしい，っつ，コーラおいしい」って言うんですよ。"
2010002,"00:00:52.07","00:00:57.07","1",したら，次，真ん中の人がですね。"
