2013037,"00:00:00.44","00:00:03.83","1","友達んちで、あ、集まろうって言って。"
2013037,"00:00:04.16","00:00:07.70","1","じゃ、一人が、えそのその一人の人がどんくさい人。"
2013037,"00:00:07.75","00:00:10.82","1","もうどんくさい天然の人が"
2013037,"00:00:11.07","00:00:16.87","1","あのー行く途中に、あのケーキ屋さん、おいしいとこがあるから、じゃ、私がケーキを買っていくっつって。"
2013037,"00:00:17.10","00:00:19.89","1","それも、四十分ぐらいあるのに、自転車乗っていく。"
2013037,"00:00:19.96","00:00:21.88","2","えー。"
2013037,"00:00:20.64","00:00:23.47","1","そんなんやめときって言うのに、も自転車でいく。"
2013037,"00:00:25.26","00:00:28.32","1","ほんで案の定、買って、途中でこけて。"
2013037,"00:00:29.25","00:00:32.27","1","ほんで、こけたにもかかわらず、中を確かめもせず。"
2013037,"00:00:31.86","00:00:32.63","2","うーん。"
2013037,"00:00:32.71","00:00:35.43","1","で、着いて、一回こけたけど、多分大丈夫や。"
2013037,"00:00:37.48","00:00:40.95","1","って言いよるんですよね、そういう天然の人は。"
2013037,"00:00:42.32","00:00:45.88","1","ほな開けたら、もう、また、シフォンケーキに、クリーム付いたようなんばっかりやから"
2013037,"00:00:44.90","00:00:47.26","2","ふーん。"
2013037,"00:00:46.19","00:00:48.64","1","もうぐっちゃぐちゃで、もうこんなぐちゃぐちゃ。"
2013037,"00:00:48.18","00:00:49.57","2","あ、ちっちゃいのが、いっぱいあったん。"
2013037,"00:00:49.19","00:00:49.66","1","そう、そう、そう。"
2013037,"00:00:49.94","00:00:52.36","1","こんなぐちゃぐちゃのケーキ、見たことありませんって感じ。"
2013037,"00:00:52.74","00:00:58.83","1","でもね、多分ね、あれこけなくても自転車で四十分、ケーキ持ってきたら、絶対ぐちゃぐちゃなる。"
2013037,"00:00:59.24","00:01:00.79","1","だから、もうやめときって。"
2013037,"00:01:01.06","00:01:03.31","1","自転車やから、もう、あたし買ってくるでって言ってんの"
2013037,"00:01:03.31","00:01:06.75","1","うーん、あのーおいしいケーキ屋さん、途中通るから、あたしが買ってくる。"
2013037,"00:01:08.70","00:01:09.92","1","ほら、見てみって言うた。"
2013037,"00:01:11.11","00:01:12.98","2","食べた、そのぐちゃぐちゃケーキ。"
2013037,"00:01:11.28","00:01:12.63","1","うん、でももう、ほら。"
2013037,"00:01:12.65","00:01:13.77","1","うん、食べた食べた。"
2013037,"00:01:13.81","00:01:15.24","1","うん、ほら、見てみっていう。"
2013037,"00:01:14.51","00:01:15.02","2","よかった。"
